Date,Height,gap_1,gap_2,gap_3,gap_4,gap_5,gap_6,gap_7,gap
2015-11-02 19:00:00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
2015-11-02 20:00:00,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
2015-11-02 21:00:00,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19
2015-11-02 22:00:00,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
2015-11-02 23:00:00,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
2015-11-03 00:00:00,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
2015-11-03 01:00:00,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
2015-11-03 02:00:00,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
2015-11-03 03:00:00,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
2015-11-03 04:00:00,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
2015-11-03 05:00:00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
2015-11-03 06:00:00,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
2015-11-03 07:00:00,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
2015-11-03 08:00:00,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
2015-11-03 09:00:00,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
2015-11-03 10:00:00,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
2015-11-03 11:00:00,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
2015-11-03 12:00:00,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
2015-11-03 13:00:00,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
2015-11-03 14:00:00,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37
2015-11-03 15:00:00,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
2015-11-03 16:00:00,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
2015-11-03 17:00:00,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
2015-11-03 18:00:00,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
2015-11-03 19:00:00,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
2015-11-03 20:00:00,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
2015-11-03 21:00:00,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
2015-11-03 22:00:00,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
2015-11-03 23:00:00,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
2015-11-04 00:00:00,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
2015-11-04 01:00:00,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
2015-11-04 02:00:00,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21
2015-11-04 03:00:00,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
2015-11-04 04:00:00,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
2015-11-04 05:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-11-04 06:00:00,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
2015-11-04 07:00:00,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
2015-11-04 08:00:00,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
2015-11-04 09:00:00,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
2015-11-04 10:00:00,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
2015-11-04 11:00:00,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
2015-11-04 12:00:00,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
2015-11-04 13:00:00,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
2015-11-04 14:00:00,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
2015-11-04 15:00:00,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22
2015-11-04 16:00:00,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
2015-11-04 17:00:00,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
2015-11-04 18:00:00,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2015-11-04 19:00:00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2015-11-04 20:00:00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2015-11-04 21:00:00,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2015-11-04 22:00:00,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
2015-11-04 23:00:00,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
2015-11-05 00:00:00,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
2015-11-05 01:00:00,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
2015-11-05 02:00:00,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19
2015-11-05 03:00:00,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
2015-11-05 04:00:00,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
2015-11-05 05:00:00,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
2015-11-05 06:00:00,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
2015-11-05 07:00:00,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
2015-11-05 08:00:00,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
2015-11-05 09:00:00,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
2015-11-05 10:00:00,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
2015-11-05 11:00:00,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
2015-11-05 12:00:00,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
2015-11-05 13:00:00,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
2015-11-05 14:00:00,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37
2015-11-05 15:00:00,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37
2015-11-05 16:00:00,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
2015-11-05 17:00:00,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
2015-11-05 18:00:00,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
2015-11-05 19:00:00,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
2015-11-05 20:00:00,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
2015-11-05 21:00:00,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
2015-11-05 22:00:00,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
2015-11-05 23:00:00,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
2015-11-06 00:00:00,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
2015-11-06 01:00:00,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24
2015-11-06 02:00:00,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
2015-11-06 03:00:00,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
2015-11-06 04:00:00,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
2015-11-06 05:00:00,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
2015-11-06 06:00:00,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21
2015-11-06 07:00:00,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
2015-11-06 08:00:00,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
2015-11-06 09:00:00,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
2015-11-06 10:00:00,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
2015-11-06 11:00:00,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24
2015-11-06 12:00:00,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
2015-11-06 13:00:00,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
2015-11-06 14:00:00,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37
2015-11-06 15:00:00,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
2015-11-06 16:00:00,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37
2015-11-06 17:00:00,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
2015-11-06 18:00:00,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
2015-11-06 19:00:00,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
2015-11-06 20:00:00,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
2015-11-06 21:00:00,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
2015-11-06 22:00:00,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
2015-11-06 23:00:00,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
2015-11-07 00:00:00,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
2015-11-07 01:00:00,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
2015-11-07 02:00:00,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
2015-11-07 03:00:00,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
2015-11-07 04:00:00,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
2015-11-07 05:00:00,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
2015-11-07 06:00:00,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
2015-11-07 07:00:00,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
2015-11-07 08:00:00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
2015-11-07 09:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-11-07 10:00:00,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2015-11-07 11:00:00,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2015-11-07 12:00:00,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
2015-11-07 13:00:00,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
2015-11-07 14:00:00,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
2015-11-07 15:00:00,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
2015-11-07 16:00:00,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
2015-11-07 17:00:00,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
2015-11-07 18:00:00,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
2015-11-07 19:00:00,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
2015-11-07 20:00:00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2015-11-07 21:00:00,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
2015-11-07 22:00:00,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
2015-11-07 23:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
2015-11-08 00:00:00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
2015-11-08 01:00:00,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
2015-11-08 02:00:00,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
2015-11-08 03:00:00,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
2015-11-08 04:00:00,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2015-11-08 05:00:00,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
2015-11-08 06:00:00,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
2015-11-08 07:00:00,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2015-11-08 08:00:00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2015-11-08 09:00:00,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
2015-11-08 10:00:00,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
2015-11-08 11:00:00,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
2015-11-08 12:00:00,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
2015-11-08 13:00:00,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
2015-11-08 14:00:00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2015-11-08 15:00:00,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
2015-11-08 16:00:00,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
2015-11-08 17:00:00,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
2015-11-08 18:00:00,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
2015-11-08 19:00:00,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
2015-11-08 20:00:00,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
2015-11-08 21:00:00,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
2015-11-08 22:00:00,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
2015-11-08 23:00:00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
2015-11-09 00:00:00,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
2015-11-09 01:00:00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
2015-11-09 02:00:00,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
2015-11-09 03:00:00,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2015-11-09 04:00:00,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
2015-11-09 05:00:00,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
2015-11-09 06:00:00,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
2015-11-09 07:00:00,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
2015-11-09 08:00:00,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
2015-11-09 09:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-11-09 10:00:00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2015-11-09 11:00:00,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
2015-11-09 12:00:00,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
2015-11-09 13:00:00,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
2015-11-09 14:00:00,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2015-11-09 15:00:00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2015-11-09 16:00:00,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
2015-11-09 17:00:00,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
2015-11-09 18:00:00,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
2015-11-09 19:00:00,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
2015-11-09 20:00:00,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
2015-11-09 21:00:00,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
2015-11-09 22:00:00,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
2015-11-09 23:00:00,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77
2015-11-10 00:00:00,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
2015-11-10 01:00:00,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
2015-11-10 02:00:00,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
2015-11-10 03:00:00,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
2015-11-10 04:00:00,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
2015-11-10 05:00:00,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
2015-11-10 06:00:00,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
2015-11-10 07:00:00,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
2015-11-10 08:00:00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
2015-11-10 09:00:00,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2015-11-10 10:00:00,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
2015-11-10 11:00:00,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
2015-11-10 12:00:00,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
2015-11-10 13:00:00,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
2015-11-10 14:00:00,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
2015-11-10 15:00:00,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
2015-11-10 16:00:00,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
2015-11-10 17:00:00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2015-11-10 18:00:00,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02
2015-11-10 19:00:00,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
2015-11-10 20:00:00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
2015-11-10 21:00:00,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2015-11-10 22:00:00,0.9,0.9,-100.0,-100.0,-100.0,-100.0,0.9,0.9,0.9
2015-11-10 23:00:00,0.81,0.81,-100.0,-100.0,-100.0,-100.0,0.81,0.81,0.81
2015-11-11 00:00:00,0.74,0.74,-100.0,-100.0,-100.0,-100.0,0.74,0.74,0.74
2015-11-11 01:00:00,0.69,0.69,-100.0,-100.0,-100.0,-100.0,0.69,0.69,0.69
2015-11-11 02:00:00,0.7,0.7,-100.0,-100.0,-100.0,-100.0,0.7,0.7,0.7
2015-11-11 03:00:00,0.75,0.75,-100.0,-100.0,-100.0,-100.0,0.75,0.75,0.75
2015-11-11 04:00:00,0.83,0.83,-100.0,-100.0,-100.0,-100.0,0.83,0.83,0.83
2015-11-11 05:00:00,0.92,0.92,-100.0,-100.0,-100.0,-100.0,0.92,0.92,0.92
2015-11-11 06:00:00,1.01,1.01,-100.0,-100.0,-100.0,-100.0,1.01,1.01,1.01
2015-11-11 07:00:00,1.06,1.06,-100.0,-100.0,-100.0,-100.0,1.06,1.06,1.06
2015-11-11 08:00:00,1.08,1.08,-100.0,-100.0,-100.0,-100.0,1.08,1.08,1.08
2015-11-11 09:00:00,1.05,1.05,-100.0,-100.0,-100.0,-100.0,1.05,1.05,1.05
2015-11-11 10:00:00,0.99,0.99,-100.0,-100.0,-100.0,-100.0,0.99,0.99,0.99
2015-11-11 11:00:00,0.91,0.91,-100.0,-100.0,-100.0,-100.0,0.91,0.91,0.91
2015-11-11 12:00:00,0.84,0.84,-100.0,-100.0,-100.0,-100.0,0.84,0.84,0.84
2015-11-11 13:00:00,0.79,0.79,-100.0,-100.0,-100.0,-100.0,0.79,0.79,0.79
2015-11-11 14:00:00,0.78,0.78,-100.0,-100.0,-100.0,-100.0,0.78,0.78,0.78
2015-11-11 15:00:00,0.81,0.81,-100.0,-100.0,-100.0,-100.0,0.81,0.81,0.81
2015-11-11 16:00:00,0.86,0.86,-100.0,-100.0,-100.0,-100.0,0.86,0.86,0.86
2015-11-11 17:00:00,0.93,0.93,-100.0,-100.0,-100.0,-100.0,0.93,0.93,0.93
2015-11-11 18:00:00,0.99,0.99,-100.0,-100.0,-100.0,-100.0,0.99,0.99,0.99
2015-11-11 19:00:00,1.04,1.04,-100.0,-100.0,-100.0,-100.0,1.04,1.04,1.04
2015-11-11 20:00:00,1.04,1.04,-100.0,-100.0,-100.0,-100.0,1.04,1.04,1.04
2015-11-11 21:00:00,1.0,1.0,-100.0,-100.0,-100.0,-100.0,1.0,1.0,1.0
2015-11-11 22:00:00,0.93,0.93,-100.0,-100.0,-100.0,-100.0,0.93,0.93,0.93
2015-11-11 23:00:00,0.83,0.83,0.83,-100.0,-100.0,-100.0,0.83,0.83,0.83
2015-11-12 00:00:00,0.74,0.74,0.74,-100.0,-100.0,-100.0,0.74,0.74,0.74
2015-11-12 01:00:00,0.68,0.68,0.68,-100.0,-100.0,-100.0,0.68,0.68,0.68
2015-11-12 02:00:00,0.66,0.66,0.66,-100.0,-100.0,-100.0,0.66,0.66,0.66
2015-11-12 03:00:00,0.68,0.68,0.68,-100.0,-100.0,-100.0,0.68,0.68,0.68
2015-11-12 04:00:00,0.76,0.76,0.76,-100.0,-100.0,-100.0,0.76,0.76,0.76
2015-11-12 05:00:00,0.84,0.84,0.84,-100.0,-100.0,-100.0,0.84,0.84,0.84
2015-11-12 06:00:00,0.94,0.94,0.94,-100.0,-100.0,-100.0,0.94,0.94,0.94
2015-11-12 07:00:00,1.02,1.02,1.02,-100.0,-100.0,-100.0,1.02,1.02,1.02
2015-11-12 08:00:00,1.06,1.06,1.06,-100.0,-100.0,-100.0,1.06,1.06,1.06
2015-11-12 09:00:00,1.06,1.06,1.06,-100.0,-100.0,-100.0,1.06,1.06,1.06
2015-11-12 10:00:00,1.01,1.01,1.01,-100.0,-100.0,-100.0,1.01,1.01,1.01
2015-11-12 11:00:00,0.93,0.93,0.93,-100.0,-100.0,-100.0,0.93,0.93,0.93
2015-11-12 12:00:00,0.82,0.82,0.82,-100.0,-100.0,-100.0,0.82,0.82,0.82
2015-11-12 13:00:00,0.76,0.76,0.76,-100.0,-100.0,-100.0,0.76,0.76,0.76
2015-11-12 14:00:00,0.71,0.71,0.71,-100.0,-100.0,-100.0,0.71,0.71,0.71
2015-11-12 15:00:00,0.72,0.72,0.72,-100.0,-100.0,-100.0,0.72,0.72,0.72
2015-11-12 16:00:00,0.75,0.75,0.75,-100.0,-100.0,-100.0,0.75,0.75,0.75
2015-11-12 17:00:00,0.82,0.82,0.82,-100.0,-100.0,-100.0,0.82,0.82,0.82
2015-11-12 18:00:00,0.89,0.89,0.89,-100.0,-100.0,-100.0,0.89,0.89,0.89
2015-11-12 19:00:00,0.96,0.96,0.96,-100.0,-100.0,-100.0,0.96,0.96,0.96
2015-11-12 20:00:00,0.99,0.99,0.99,-100.0,-100.0,-100.0,0.99,0.99,0.99
2015-11-12 21:00:00,0.98,0.98,0.98,-100.0,-100.0,-100.0,0.98,0.98,0.98
2015-11-12 22:00:00,0.92,0.92,0.92,-100.0,-100.0,-100.0,0.92,0.92,0.92
2015-11-12 23:00:00,0.83,0.83,0.83,-100.0,-100.0,-100.0,0.83,0.83,0.83
2015-11-13 00:00:00,0.72,0.72,0.72,-100.0,-100.0,-100.0,0.72,0.72,0.72
2015-11-13 01:00:00,0.65,0.65,0.65,-100.0,-100.0,-100.0,0.65,0.65,0.65
2015-11-13 02:00:00,0.61,0.61,0.61,-100.0,-100.0,-100.0,0.61,0.61,0.61
2015-11-13 03:00:00,0.61,0.61,0.61,-100.0,-100.0,-100.0,0.61,0.61,0.61
2015-11-13 04:00:00,0.67,0.67,0.67,-100.0,-100.0,-100.0,0.67,0.67,0.67
2015-11-13 05:00:00,0.76,0.76,0.76,-100.0,-100.0,-100.0,0.76,0.76,0.76
2015-11-13 06:00:00,0.87,0.87,0.87,-100.0,-100.0,-100.0,0.87,0.87,0.87
2015-11-13 07:00:00,0.96,0.96,0.96,-100.0,-100.0,-100.0,0.96,0.96,0.96
2015-11-13 08:00:00,1.03,1.03,1.03,-100.0,-100.0,-100.0,1.03,1.03,1.03
2015-11-13 09:00:00,1.05,1.05,1.05,-100.0,-100.0,-100.0,1.05,1.05,1.05
2015-11-13 10:00:00,1.03,1.03,1.03,-100.0,-100.0,-100.0,1.03,1.03,1.03
2015-11-13 11:00:00,0.95,0.95,0.95,-100.0,-100.0,-100.0,0.95,0.95,0.95
2015-11-13 12:00:00,0.87,0.87,0.87,-100.0,-100.0,-100.0,0.87,0.87,0.87
2015-11-13 13:00:00,0.78,0.78,0.78,-100.0,-100.0,-100.0,0.78,0.78,0.78
2015-11-13 14:00:00,0.71,0.71,0.71,-100.0,-100.0,-100.0,0.71,0.71,0.71
2015-11-13 15:00:00,0.69,0.69,0.69,-100.0,-100.0,-100.0,0.69,0.69,0.69
2015-11-13 16:00:00,0.72,0.72,0.72,-100.0,-100.0,-100.0,0.72,0.72,0.72
2015-11-13 17:00:00,0.78,0.78,0.78,-100.0,-100.0,-100.0,0.78,0.78,0.78
2015-11-13 18:00:00,0.86,0.86,0.86,-100.0,-100.0,-100.0,0.86,0.86,0.86
2015-11-13 19:00:00,0.93,0.93,0.93,-100.0,-100.0,-100.0,0.93,0.93,0.93
2015-11-13 20:00:00,0.99,-100.0,0.99,0.99,-100.0,-100.0,0.99,0.99,0.99
2015-11-13 21:00:00,1.0,-100.0,1.0,1.0,-100.0,-100.0,1.0,1.0,1.0
2015-11-13 22:00:00,0.96,-100.0,0.96,0.96,-100.0,-100.0,0.96,0.96,0.96
2015-11-13 23:00:00,0.88,-100.0,0.88,0.88,-100.0,-100.0,0.88,0.88,0.88
2015-11-14 00:00:00,0.78,-100.0,0.78,0.78,-100.0,-100.0,0.78,0.78,0.78
2015-11-14 01:00:00,0.69,-100.0,0.69,0.69,-100.0,-100.0,0.69,0.69,0.69
2015-11-14 02:00:00,0.62,-100.0,0.62,0.62,-100.0,-100.0,0.62,0.62,0.62
2015-11-14 03:00:00,0.61,-100.0,0.61,0.61,-100.0,-100.0,0.61,0.61,0.61
2015-11-14 04:00:00,0.65,-100.0,0.65,0.65,-100.0,-100.0,0.65,0.65,0.65
2015-11-14 05:00:00,0.73,-100.0,0.73,0.73,-100.0,-100.0,0.73,0.73,0.73
2015-11-14 06:00:00,0.84,-100.0,0.84,0.84,-100.0,-100.0,0.84,0.84,0.84
2015-11-14 07:00:00,0.95,-100.0,0.95,0.95,-100.0,-100.0,0.95,0.95,0.95
2015-11-14 08:00:00,1.04,-100.0,1.04,1.04,-100.0,-100.0,1.04,1.04,1.04
2015-11-14 09:00:00,1.09,-100.0,1.09,1.09,-100.0,-100.0,1.09,1.09,1.09
